Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
42,No,Travel_Rarely,1351,Sales,16,2,Technical Degree,4,Male,67,1,1,Manager,4,Married,18443,22337,4,Yes,11,3,4,2,37,3,4,31,5,9,14
56,No,Travel_Rarely,687,Sales,3,2,Human Resources,2,Female,58,4,1,Manufacturing Director,3,Divorced,6488,20164,0,No,15,3,4,2,13,5,3,39,3,4,12
50,No,Travel_Rarely,270,Research & Development,6,4,Marketing,3,Male,96,2,4,Research Director,2,Divorced,16428,7106,4,Yes,23,3,2,0,38,2,4,28,5,10,9
18,No,Travel_Rarely,862,Human Resources,21,1,Life Sciences,2,Male,65,1,2,Laboratory Technician,2,Single,3258,18734,4,No,16,4,3,0,1,0,1,5,2,7,0
44,Yes,Non-Travel,893,Sales,23,5,Human Resources,1,Male,58,3,4,Human Resources,1,Married,3818,22078,4,Yes,14,3,4,3,31,2,3,25,5,11,12
30,No,Travel_Frequently,1101,Research & Development,13,3,Human Resources,1,Male,66,2,4,Research Scientist,2,Single,3930,2144,1,No,14,3,1,0,2,1,4,26,2,4,5
58,No,Travel_Rarely,253,Research & Development,1,1,Medical,4,Male,74,3,3,Research Scientist,3,Single,5685,8684,5,No,15,3,1,1,40,2,2,34,0,4,11
20,No,Travel_Rarely,1117,Sales,29,3,Marketing,1,Male,45,2,1,Sales Representative,4,Married,3426,9531,4,No,24,3,2,2,7,4,2,27,17,0,16
56,No,Travel_Rarely,325,Research & Development,21,5,Marketing,4,Male,60,2,5,Manufacturing Director,1,Married,17925,17256,1,Yes,25,3,2,2,25,6,3,4,3,1,17
23,No,Travel_Rarely,605,Research & Development,14,4,Other,4,Female,63,1,2,Research Director,3,Divorced,14472,19072,9,No,15,3,2,3,31,4,2,40,5,4,7
25,No,Non-Travel,145,Sales,2,2,Life Sciences,2,Male,79,1,5,Human Resources,3,Married,9176,15199,7,No,24,3,3,2,10,1,2,15,16,6,13
44,No,Travel_Rarely,798,Human Resources,2,2,Medical,1,Male,94,4,3,Sales Representative,1,Single,2478,6825,5,Yes,24,3,2,0,0,5,1,40,17,2,4
26,No,Travel_Rarely,605,Sales,27,4,Life Sciences,2,Male,91,2,3,Healthcare Representative,2,Married,8301,5967,9,No,24,3,3,2,14,2,3,17,5,11,1
54,Yes,Travel_Rarely,1366,Research & Development,15,1,Other,3,Male,72,2,2,Research Director,1,Single,7940,13722,2,Yes,24,4,2,2,3,5,2,12,1,14,10
50,No,Non-Travel,1031,Research & Development,27,1,Technical Degree,2,Female,85,1,5,Manufacturing Director,3,Single,2100,11358,8,No,19,3,3,0,3,3,4,24,11,0,2
59,No,Travel_Rarely,944,Sales,18,3,Human Resources,1,Male,44,3,2,Research Scientist,2,Married,17372,7842,3,No,18,3,4,0,27,2,3,9,11,10,15
41,No,Travel_Frequently,452,Research & Development,9,4,Life Sciences,3,Male,77,4,2,Manager,4,Married,1269,23715,2,Yes,19,3,2,2,9,4,3,28,3,11,15
32,Yes,Travel_Rarely,124,Human Resources,26,1,Human Resources,1,Female,78,2,1,Human Resources,1,Single,11465,3570,6,Yes,23,3,3,1,10,6,2,9,15,1,8
49,No,Travel_Rarely,699,Sales,3,4,Medical,3,Male,73,1,5,Sales Executive,3,Married,14444,23348,7,Yes,24,3,4,0,22,4,2,5,9,2,12
49,Yes,Travel_Rarely,1168,Research & Development,4,5,Technical Degree,1,Male,39,2,1,Sales Representative,2,Single,10386,10126,6,No,13,3,2,1,2,5,1,15,9,15,9
41,No,Travel_Frequently,567,Research & Development,15,2,Medical,2,Male,49,1,1,Human Resources,3,Single,16822,5114,0,No,24,3,4,1,38,0,4,24,6,11,16
58,Yes,Travel_Frequently,141,Research & Development,5,2,Technical Degree,1,Male,99,4,1,Human Resources,2,Married,5310,24544,0,Yes,13,3,2,3,38,4,1,3,13,8,16
29,Yes,Travel_Rarely,404,Research & Development,20,2,Technical Degree,4,Male,37,3,4,Laboratory Technician,2,Single,8216,26531,4,No,11,3,1,1,16,0,1,36,6,7,9
56,No,Travel_Rarely,276,Sales,20,4,Human Resources,4,Male,74,2,3,Healthcare Representative,1,Married,17485,14778,7,Yes,24,3,3,3,21,4,4,33,11,14,7
19,No,Travel_Rarely,1100,Human Resources,5,4,Medical,2,Male,63,2,3,Research Director,4,Single,9565,13016,9,No,20,3,1,1,26,4,2,18,10,3,6
20,No,Travel_Rarely,722,Human Resources,10,3,Medical,2,Female,80,4,4,Research Director,2,Married,14804,17480,2,No,23,3,3,3,15,6,1,32,16,7,13
54,No,Travel_Rarely,1318,Research & Development,16,2,Life Sciences,3,Male,33,3,2,Manufacturing Director,3,Single,7134,10160,7,No,16,3,1,0,15,3,3,3,10,12,17
34,Yes,Travel_Rarely,345,Research & Development,25,3,Medical,2,Male,68,2,5,Sales Executive,2,Single,2933,14183,2,Yes,14,3,2,2,39,0,1,33,2,8,17
19,No,Non-Travel,937,Research & Development,12,2,Life Sciences,4,Male,53,4,5,Sales Executive,4,Married,7692,15502,3,No,21,3,1,2,2,0,4,11,18,2,13
19,No,Travel_Rarely,381,Research & Development,25,3,Marketing,2,Male,84,2,5,Manufacturing Director,3,Divorced,19931,10261,9,No,25,3,2,3,32,4,1,30,3,15,9
45,Yes,Travel_Rarely,1161,Research & Development,14,3,Marketing,4,Male,55,2,1,Manager,2,Single,19669,14910,6,No,25,3,3,0,1,0,1,15,7,5,0
40,No,Travel_Rarely,658,Research & Development,22,5,Marketing,2,Female,54,4,5,Research Director,2,Married,14340,23258,2,No,24,3,2,3,38,4,3,1,13,7,8
54,No,Travel_Rarely,999,Research & Development,11,3,Other,4,Female,65,4,5,Manager,1,Married,10954,22523,3,No,18,3,1,3,26,4,4,1,13,9,17
49,No,Travel_Frequently,1279,Research & Development,28,4,Medical,3,Female,87,1,5,Human Resources,4,Married,18303,4327,7,No,12,3,4,0,14,5,3,35,15,6,12
50,No,Travel_Rarely,1148,Research & Development,19,3,Other,1,Female,41,1,3,Human Resources,2,Divorced,1315,10211,3,No,21,3,3,1,6,2,2,5,14,8,16
18,No,Travel_Frequently,820,Sales,6,2,Medical,1,Male,30,2,4,Research Scientist,4,Single,5240,16644,8,No,12,3,4,1,8,0,4,22,11,6,15
36,Yes,Travel_Rarely,1033,Sales,10,3,Life Sciences,4,Male,79,4,2,Sales Executive,2,Divorced,7037,8453,3,No,17,3,4,0,40,6,1,38,15,0,10
19,No,Travel_Rarely,192,Research & Development,20,1,Other,2,Male,54,3,4,Research Scientist,3,Married,13216,16458,3,No,23,3,4,3,5,1,3,36,18,8,8
43,No,Travel_Rarely,491,Research & Development,3,2,Other,2,Male,34,3,5,Healthcare Representative,4,Married,7667,6291,4,No,25,3,4,2,11,5,3,15,4,11,6
49,No,Non-Travel,1484,Research & Development,22,1,Other,1,Female,97,2,2,Manufacturing Director,3,Divorced,7345,12387,0,No,15,3,4,3,29,0,4,18,11,15,0
23,No,Travel_Rarely,651,Research & Development,15,2,Technical Degree,4,Male,35,1,2,Manufacturing Director,4,Married,14905,11426,6,Yes,23,3,1,1,19,6,3,23,4,4,8
49,No,Travel_Rarely,1032,Research & Development,11,4,Life Sciences,2,Female,55,4,4,Human Resources,3,Married,10639,2709,8,Yes,11,3,2,0,19,0,4,26,9,5,9
21,No,Travel_Frequently,1353,Research & Development,22,4,Marketing,1,Male,84,4,4,Research Director,2,Married,18265,14938,8,No,17,3,2,0,26,3,2,6,16,1,15
28,No,Travel_Rarely,1327,Sales,2,4,Life Sciences,4,Female,68,1,4,Manager,3,Married,2150,14495,0,No,17,3,4,0,19,1,4,29,14,15,17
34,No,Travel_Rarely,1475,Research & Development,25,1,Technical Degree,3,Female,38,4,4,Sales Executive,3,Single,18058,20044,5,No,20,4,1,1,6,1,4,40,7,14,13
55,No,Travel_Rarely,1163,Research & Development,24,5,Medical,2,Female,74,2,1,Research Scientist,2,Married,9409,11262,2,No,16,4,4,3,39,6,2,13,7,1,10
41,No,Travel_Rarely,834,Research & Development,6,2,Life Sciences,2,Female,43,4,3,Manager,4,Single,1960,11602,3,No,14,3,4,0,39,3,2,14,7,12,3
22,No,Non-Travel,601,Research & Development,17,4,Other,4,Male,84,4,3,Research Scientist,3,Divorced,10258,17648,7,No,22,3,3,2,29,3,1,11,9,3,12
51,Yes,Non-Travel,1168,Sales,28,2,Marketing,1,Female,38,1,5,Healthcare Representative,1,Divorced,13945,4433,3,No,23,3,1,0,7,0,3,28,12,3,0
23,No,Travel_Rarely,972,Sales,18,1,Marketing,4,Female,44,1,1,Healthcare Representative,1,Married,15464,18340,7,No,18,3,4,3,1,2,2,22,15,4,14
39,No,Travel_Rarely,618,Sales,4,5,Medical,1,Female,66,3,2,Manager,3,Married,5731,10203,3,Yes,22,3,2,1,13,6,2,12,8,6,14
28,No,Non-Travel,169,Research & Development,23,1,Life Sciences,4,Female,79,2,4,Manager,3,Single,13821,25852,8,No,21,3,3,2,9,3,3,8,15,12,10
33,No,Travel_Rarely,224,Sales,9,2,Technical Degree,3,Female,50,1,5,Manager,3,Single,5017,25185,5,No,12,3,4,2,17,1,3,23,9,10,4
50,Yes,Travel_Rarely,437,Research & Development,10,5,Medical,2,Female,86,1,2,Research Scientist,4,Divorced,11069,12382,0,Yes,12,4,4,0,17,6,1,38,2,11,9
26,No,Travel_Rarely,1278,Research & Development,21,5,Life Sciences,1,Male,48,1,3,Laboratory Technician,2,Single,14065,15411,9,No,12,3,4,3,15,1,1,29,13,14,17
23,No,Travel_Frequently,1075,Sales,26,1,Human Resources,3,Female,87,4,2,Manager,1,Married,7664,18856,1,Yes,13,3,1,0,4,0,4,0,12,0,6
33,No,Travel_Rarely,880,Research & Development,2,4,Marketing,4,Male,35,2,4,Research Director,1,Divorced,18164,5559,6,No,16,4,4,2,30,6,1,9,3,15,0
46,No,Non-Travel,1287,Sales,29,2,Technical Degree,1,Male,33,2,4,Sales Executive,4,Divorced,14036,24483,9,No,11,3,2,0,36,2,2,37,3,9,2
20,No,Travel_Frequently,1339,Research & Development,11,3,Other,1,Male,72,4,3,Sales Executive,3,Married,5039,20749,6,No,21,3,3,3,19,4,2,14,5,3,0
37,No,Travel_Rarely,524,Sales,11,3,Technical Degree,3,Male,71,4,4,Research Scientist,3,Married,1530,19485,2,No,12,3,1,1,22,6,3,8,18,12,16
53,No,Travel_Rarely,1040,Research & Development,11,1,Other,4,Male,32,1,1,Manager,2,Married,2409,8894,0,No,20,3,3,2,31,3,1,12,10,8,14
36,Yes,Travel_Rarely,905,Sales,1,2,Technical Degree,3,Male,30,3,5,Human Resources,2,Divorced,12939,18587,7,Yes,25,3,2,3,16,3,4,22,7,15,4
43,No,Travel_Rarely,735,Human Resources,26,2,Marketing,4,Male,84,3,3,Manufacturing Director,1,Married,4732,4865,9,Yes,12,3,4,0,12,0,4,32,13,15,15
20,No,Travel_Rarely,1355,Research & Development,14,1,Other,3,Male,44,2,3,Laboratory Technician,2,Married,7588,5977,9,Yes,24,3,1,2,12,5,4,8,7,7,11
36,No,Travel_Rarely,1184,Research & Development,29,2,Life Sciences,3,Male,76,3,2,Research Director,1,Single,19251,4694,6,No,22,3,4,0,16,5,4,2,13,2,13
37,No,Travel_Rarely,197,Research & Development,1,4,Other,3,Female,75,1,3,Human Resources,4,Single,5790,7612,9,Yes,11,3,1,0,14,2,3,29,6,5,2
49,Yes,Travel_Rarely,1387,Research & Development,21,1,Medical,3,Female,87,4,5,Healthcare Representative,3,Married,13882,21721,7,No,13,3,4,1,25,1,1,8,17,10,0
24,No,Travel_Rarely,455,Research & Development,23,4,Life Sciences,4,Female,68,2,1,Human Resources,3,Divorced,19791,19483,0,No,20,4,2,0,27,1,1,24,11,8,0
58,No,Travel_Rarely,1437,Research & Development,25,2,Medical,2,Female,32,2,2,Research Scientist,1,Divorced,17535,18783,2,No,17,3,2,0,29,4,1,23,13,7,9
50,No,Non-Travel,1261,Research & Development,9,1,Technical Degree,3,Female,59,4,5,Laboratory Technician,3,Divorced,12052,18017,1,No,25,3,4,3,34,1,1,31,14,6,2
57,No,Travel_Rarely,1068,Research & Development,24,2,Life Sciences,4,Male,64,3,3,Sales Representative,4,Married,17384,7795,0,Yes,23,3,2,0,21,5,4,6,17,6,12
56,No,Non-Travel,1024,Research & Development,1,1,Technical Degree,2,Female,86,2,4,Sales Representative,2,Divorced,18110,3052,4,No,11,3,4,1,9,5,4,35,11,0,5
35,No,Travel_Rarely,574,Sales,21,2,Human Resources,1,Female,58,4,4,Manager,4,Divorced,1651,23748,2,No,17,3,1,0,10,3,3,24,9,14,10
57,No,Travel_Rarely,531,Research & Development,22,4,Technical Degree,1,Male,79,4,5,Manager,3,Married,19941,9689,9,No,15,3,2,0,37,4,3,19,11,4,5
18,No,Travel_Rarely,1076,Research & Development,22,4,Technical Degree,3,Male,91,3,1,Research Scientist,4,Married,12894,5632,7,No,19,4,1,0,32,2,4,16,7,6,2
28,No,Travel_Rarely,638,Research & Development,4,2,Medical,1,Female,81,3,4,Manager,3,Married,8558,25498,5,No,12,4,4,2,5,4,2,35,5,13,15
45,No,Travel_Rarely,1271,Research & Development,1,1,Other,3,Male,43,1,5,Manufacturing Director,1,Divorced,14406,20108,9,No,11,4,1,1,36,6,1,25,18,12,8
42,No,Non-Travel,188,Research & Development,19,3,Human Resources,3,Female,64,3,2,Laboratory Technician,2,Single,16083,12077,8,No,19,3,3,2,6,2,3,18,0,1,7
40,No,Travel_Rarely,210,Human Resources,10,4,Technical Degree,2,Male,57,3,3,Research Scientist,2,Divorced,14780,4697,8,Yes,18,4,4,1,11,5,4,36,12,14,2
48,No,Travel_Rarely,1470,Sales,15,4,Technical Degree,1,Male,87,4,1,Sales Executive,3,Single,1958,26736,5,No,20,3,2,1,6,1,1,2,15,5,4
47,No,Travel_Rarely,1391,Research & Development,20,3,Human Resources,3,Male,59,2,1,Healthcare Representative,3,Married,17914,15561,1,No,16,4,2,3,1,0,1,27,17,13,13
59,No,Travel_Rarely,1095,Research & Development,4,2,Human Resources,1,Male,36,4,2,Research Scientist,2,Married,15741,2299,8,Yes,25,4,3,2,0,4,4,21,11,1,4
52,No,Travel_Rarely,1458,Research & Development,29,1,Life Sciences,2,Male,68,1,1,Research Scientist,4,Married,17747,14536,1,No,15,4,4,1,22,4,2,18,4,2,4
24,No,Non-Travel,923,Research & Development,20,2,Medical,1,Female,98,4,5,Sales Representative,4,Married,18875,7785,2,No,18,3,4,1,24,3,2,15,12,0,1
33,No,Travel_Rarely,1038,Sales,14,5,Human Resources,2,Female,64,1,1,Research Director,4,Divorced,10848,8235,5,No,18,3,4,3,17,3,3,5,7,2,6
43,No,Travel_Rarely,1106,Research & Development,5,4,Human Resources,2,Female,81,3,1,Research Director,2,Married,13832,21623,1,Yes,24,3,4,2,6,5,4,36,5,14,0
19,Yes,Travel_Rarely,750,Research & Development,29,5,Marketing,2,Male,43,2,1,Manufacturing Director,1,Single,19608,21598,4,No,15,3,1,0,2,2,3,30,2,6,17
18,No,Travel_Frequently,292,Research & Development,15,4,Other,3,Female,92,2,5,Sales Executive,3,Married,19930,8822,1,Yes,22,3,4,3,28,0,2,33,3,4,9
29,No,Travel_Rarely,1034,Research & Development,15,4,Human Resources,4,Male,65,4,3,Sales Representative,3,Single,15699,8124,3,No,17,3,1,1,9,6,3,30,11,3,5
22,Yes,Non-Travel,243,Research & Development,27,5,Medical,3,Male,53,2,4,Sales Executive,2,Single,7348,18656,2,Yes,23,3,1,2,4,3,3,10,12,14,6
54,No,Travel_Rarely,1198,Research & Development,25,5,Other,1,Male,69,1,1,Manufacturing Director,1,Married,11965,23645,4,Yes,23,3,2,1,33,3,2,35,1,14,11
49,Yes,Travel_Rarely,941,Research & Development,16,2,Other,3,Male,58,1,2,Research Director,2,Divorced,4774,15477,5,Yes,11,3,4,3,7,1,1,5,18,12,17
26,No,Travel_Rarely,1292,Sales,16,5,Technical Degree,3,Male,82,3,2,Research Scientist,4,Married,3836,18590,6,No,14,4,1,3,13,1,1,26,3,11,10
58,No,Travel_Rarely,269,Research & Development,4,2,Technical Degree,4,Male,51,4,5,Manager,4,Married,3067,11042,9,No,12,3,4,2,39,5,2,6,12,7,3
52,No,Travel_Rarely,667,Sales,25,2,Technical Degree,1,Female,44,3,3,Manager,3,Married,12528,11182,7,Yes,20,3,3,3,5,5,1,31,18,7,12
36,Yes,Travel_Rarely,1384,Research & Development,9,2,Technical Degree,2,Female,98,2,1,Human Resources,3,Single,1739,16308,8,Yes,13,3,1,3,0,3,4,7,7,15,1
33,No,Travel_Rarely,1236,Research & Development,1,4,Marketing,2,Male,93,3,5,Healthcare Representative,3,Divorced,2841,26828,3,No,22,3,2,0,32,2,1,32,7,0,8
20,No,Travel_Frequently,845,Research & Development,5,4,Human Resources,1,Male,33,2,4,Manufacturing Director,3,Married,9609,11071,3,No,11,3,4,1,39,6,2,14,15,8,7
37,No,Travel_Rarely,774,Research & Development,9,5,Technical Degree,3,Male,47,1,3,Healthcare Representative,4,Divorced,16627,3897,6,No,21,3,2,0,10,0,4,26,10,15,13
41,No,Travel_Rarely,965,Sales,20,4,Life Sciences,4,Male,71,4,3,Healthcare Representative,4,Single,8179,17483,9,No,21,4,1,0,23,3,3,29,17,13,8
50,No,Travel_Rarely,940,Research & Development,5,5,Technical Degree,4,Female,59,4,5,Research Director,1,Single,5188,20776,9,No,12,3,1,2,9,2,2,21,3,8,12
41,No,Travel_Rarely,632,Sales,4,4,Human Resources,1,Male,44,3,2,Research Director,3,Divorced,7308,14364,8,Yes,23,3,2,3,22,2,2,28,0,1,17
28,No,Travel_Rarely,1415,Research & Development,29,1,Technical Degree,1,Female,99,2,3,Research Scientist,2,Married,8839,3636,1,No,11,3,4,1,15,3,1,40,0,1,5
25,No,Non-Travel,1075,Research & Development,16,1,Marketing,3,Female,84,1,2,Sales Representative,1,Single,12448,9353,5,No,18,3,1,1,36,2,4,29,13,7,2
53,Yes,Travel_Rarely,663,Sales,2,5,Medical,4,Male,82,2,3,Research Director,1,Single,5811,14494,9,No,14,3,3,1,15,4,2,1,3,11,9
55,No,Non-Travel,276,Research & Development,26,4,Medical,1,Female,45,3,3,Manager,4,Divorced,7624,14640,9,No,13,3,2,3,30,2,4,14,10,10,9
57,No,Non-Travel,403,Research & Development,16,4,Human Resources,3,Male,63,2,3,Healthcare Representative,3,Married,7771,4248,7,No,11,3,1,1,5,3,4,26,17,5,9
37,No,Travel_Rarely,286,Research & Development,18,2,Medical,3,Male,56,1,4,Human Resources,1,Married,6552,10860,4,No,12,3,4,1,29,2,1,6,15,2,8
52,No,Travel_Rarely,1464,Sales,2,3,Medical,1,Male,42,3,2,Laboratory Technician,3,Single,5892,17843,4,No,13,3,1,3,36,6,2,26,16,11,11
42,No,Travel_Rarely,611,Sales,16,5,Life Sciences,4,Male,56,1,4,Manufacturing Director,4,Married,16748,13324,7,Yes,13,3,4,2,0,3,4,20,1,1,7
52,Yes,Travel_Rarely,920,Research & Development,29,3,Human Resources,2,Male,98,3,2,Human Resources,1,Divorced,1675,19859,0,No,16,4,4,1,24,1,4,12,3,4,8
42,No,Non-Travel,1435,Research & Development,1,3,Human Resources,3,Male,60,4,4,Manager,1,Single,1285,7996,5,No,20,3,1,3,20,3,3,16,2,14,16
46,No,Travel_Rarely,1471,Sales,16,5,Medical,2,Female,32,2,4,Research Director,2,Married,15072,3316,9,No,18,4,3,0,34,2,1,10,14,7,7
35,Yes,Travel_Rarely,1206,Research & Development,3,4,Medical,3,Female,59,1,4,Sales Representative,4,Divorced,1890,3595,8,Yes,16,3,4,3,37,3,2,9,1,5,17
35,No,Travel_Rarely,257,Research & Development,15,5,Medical,4,Female,50,1,5,Research Scientist,2,Single,3069,11144,5,No,12,3,2,0,4,0,4,32,18,11,16
19,No,Non-Travel,888,Sales,11,3,Other,2,Male,35,2,4,Laboratory Technician,4,Married,15686,18302,6,No,12,3,4,3,11,3,1,13,8,2,5
52,Yes,Non-Travel,896,Research & Development,10,4,Marketing,1,Female,61,1,3,Sales Executive,2,Married,19475,5668,3,Yes,24,3,4,1,4,3,2,36,9,11,9
33,No,Travel_Rarely,533,Research & Development,17,1,Technical Degree,3,Female,71,1,1,Human Resources,4,Married,7711,5823,9,No,17,3,3,2,8,0,4,7,18,11,0
58,Yes,Travel_Frequently,862,Human Resources,4,5,Marketing,1,Female,91,1,4,Sales Representative,4,Married,10438,13251,0,No,11,3,4,2,8,0,2,32,4,8,0
53,No,Non-Travel,248,Sales,17,5,Human Resources,1,Female,61,4,1,Sales Executive,1,Married,16862,26218,8,No,11,3,1,1,34,0,2,6,13,7,8
50,No,Travel_Rarely,582,Research & Development,4,4,Life Sciences,4,Female,68,1,1,Laboratory Technician,2,Married,1167,21669,5,No,17,3,3,0,0,5,1,33,9,9,2
21,No,Travel_Rarely,536,Research & Development,19,1,Technical Degree,1,Male,93,4,3,Manufacturing Director,2,Married,17005,9570,2,Yes,19,4,4,3,9,4,1,6,15,5,5
50,No,Travel_Frequently,170,Research & Development,25,1,Life Sciences,3,Female,59,2,1,Manufacturing Director,2,Married,6238,20039,3,No,15,4,1,1,38,5,3,6,5,0,6
31,No,Travel_Rarely,976,Research & Development,1,4,Other,1,Male,92,4,1,Healthcare Representative,1,Single,8965,17056,9,No,21,3,1,3,35,3,3,40,7,1,8
38,No,Travel_Rarely,287,Research & Development,14,2,Human Resources,1,Female,60,1,1,Laboratory Technician,3,Married,13575,4616,5,No,11,3,4,1,36,5,3,35,1,15,4
37,No,Travel_Rarely,1005,Research & Development,24,5,Other,3,Male,69,1,2,Laboratory Technician,4,Divorced,3535,4485,5,Yes,15,3,2,1,34,5,4,6,17,3,15
25,No,Travel_Frequently,783,Research & Development,11,5,Human Resources,1,Male,62,1,4,Sales Executive,2,Married,8812,21153,8,Yes,21,3,2,3,16,0,3,19,7,1,1
24,Yes,Non-Travel,305,Research & Development,25,3,Life Sciences,4,Male,92,4,4,Sales Representative,4,Married,7583,20661,3,Yes,11,3,4,2,12,0,2,17,4,2,2
20,Yes,Travel_Frequently,655,Research & Development,28,4,Life Sciences,3,Female,54,3,1,Sales Executive,1,Married,9742,26946,4,No,20,3,4,2,5,1,1,40,16,15,2
34,No,Travel_Rarely,114,Research & Development,7,3,Life Sciences,4,Male,65,3,3,Research Scientist,4,Divorced,18531,14168,4,Yes,25,4,1,0,36,5,2,13,15,13,9
50,Yes,Travel_Frequently,767,Research & Development,17,3,Human Resources,1,Male,53,2,2,Manufacturing Director,1,Divorced,8266,13890,2,Yes,22,3,4,3,31,4,1,39,4,15,2
29,No,Travel_Rarely,1399,Sales,4,1,Medical,2,Female,87,2,3,Manufacturing Director,3,Single,4292,26544,1,No,19,3,4,0,10,3,1,13,16,7,14
39,No,Travel_Rarely,1423,Human Resources,10,5,Life Sciences,4,Female,68,2,3,Healthcare Representative,2,Married,16918,4172,7,No,14,3,1,1,16,6,2,20,3,8,13
39,No,Travel_Rarely,152,Sales,17,3,Other,4,Male,75,1,1,Research Scientist,1,Married,12811,22820,9,Yes,19,3,4,0,4,6,2,26,0,5,3
47,Yes,Travel_Rarely,601,Sales,4,1,Technical Degree,1,Male,39,3,5,Manufacturing Director,4,Married,8905,14363,8,Yes,12,3,4,1,5,2,4,25,5,3,9
55,No,Travel_Rarely,470,Sales,19,4,Human Resources,2,Female,61,3,1,Sales Executive,1,Single,19812,16456,9,Yes,17,3,4,3,9,4,1,26,0,10,10
55,No,Travel_Rarely,825,Research & Development,18,3,Other,3,Female,65,2,5,Research Scientist,1,Divorced,14535,19598,8,No,25,3,1,3,32,4,3,23,3,1,10
25,No,Travel_Rarely,458,Sales,17,5,Marketing,2,Male,57,3,2,Sales Executive,3,Single,19149,15054,4,Yes,22,4,4,3,29,1,4,4,1,6,7
44,No,Travel_Frequently,1128,Sales,6,3,Marketing,3,Female,45,2,5,Manufacturing Director,2,Married,12287,12809,8,No,23,3,2,3,20,3,3,37,12,9,8
44,Yes,Non-Travel,1379,Sales,28,4,Technical Degree,1,Male,45,1,1,Manufacturing Director,1,Married,14251,23897,3,Yes,12,3,4,0,16,3,4,27,13,10,7
51,No,Travel_Rarely,948,Sales,7,3,Medical,2,Female,47,3,1,Sales Representative,1,Single,19699,5464,1,Yes,22,4,2,1,26,0,1,31,16,6,11
38,No,Travel_Rarely,357,Research & Development,6,5,Life Sciences,1,Female,37,1,3,Human Resources,4,Divorced,3579,4002,2,No,14,3,4,2,2,0,2,23,10,9,16
47,No,Travel_Rarely,1275,Research & Development,25,1,Human Resources,4,Male,99,1,1,Human Resources,1,Divorced,1333,21998,0,Yes,16,3,1,3,28,4,2,5,2,8,14
50,No,Travel_Rarely,380,Research & Development,12,5,Other,2,Male,30,3,1,Healthcare Representative,1,Married,10730,6401,4,Yes,24,3,2,3,1,1,1,9,6,4,5
45,No,Travel_Rarely,1184,Research & Development,9,1,Life Sciences,3,Female,91,4,4,Sales Executive,2,Married,6654,22974,0,No,12,4,4,1,28,3,2,2,9,9,4
50,No,Travel_Rarely,547,Research & Development,18,2,Other,4,Female,67,2,4,Sales Executive,2,Single,19338,23228,0,No,12,3,4,2,35,1,1,6,10,3,7
22,No,Travel_Rarely,214,Sales,2,5,Human Resources,3,Male,74,3,3,Manager,4,Married,15413,13391,6,No,12,3,4,3,33,2,1,28,9,9,17
36,No,Travel_Frequently,937,Sales,25,5,Marketing,4,Female,87,1,5,Research Scientist,1,Single,5495,18975,1,Yes,13,3,4,2,36,6,1,33,7,5,14
21,Yes,Travel_Rarely,856,Human Resources,17,4,Life Sciences,3,Female,30,2,5,Research Director,1,Married,3439,25469,7,No,15,3,1,3,0,3,4,6,4,11,2
52,No,Travel_Rarely,468,Research & Development,21,3,Technical Degree,3,Male,61,1,4,Human Resources,1,Divorced,18238,5681,5,No,19,3,3,0,25,0,2,16,1,1,13
34,No,Non-Travel,1185,Sales,1,1,Medical,1,Female,37,2,2,Manufacturing Director,3,Single,14165,14479,3,No,16,3,2,0,0,4,4,12,14,1,14
45,No,Travel_Rarely,430,Research & Development,23,1,Technical Degree,4,Male,69,3,4,Healthcare Representative,3,Divorced,1576,4507,8,No,25,4,4,2,3,1,3,20,15,15,12
47,No,Travel_Rarely,829,Sales,9,4,Medical,1,Female,85,1,2,Research Director,4,Single,3188,22278,9,No,25,3,1,1,38,6,1,30,3,11,8
46,No,Travel_Rarely,1107,Research & Development,6,4,Other,1,Male,92,2,5,Laboratory Technician,3,Divorced,3028,24649,7,Yes,22,4,3,1,13,6,2,8,15,8,16
